id,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,cluster label
540,1,0.999999623,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.015981735,0.015981735,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0
541,1,0.999999623,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.015981735,0.015981735,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0
542,1,0.999999623,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.015981735,0.015981735,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0
543,1,0.999999623,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.015981735,0.015981735,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0
544,1,0.999999623,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.015981735,0.015981735,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0
545,1,0.999999623,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.015981735,0.015981735,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0
546,1,0.999999623,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.015981735,0.015981735,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0
547,1,0.999999623,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.015981735,0.015981735,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0
548,1,0.999999623,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.015981735,0.015981735,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0
549,1,0.999999623,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.015981735,0.015981735,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0
550,1,0.999999623,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.015981735,0.015981735,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0
551,1,0.999999623,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.015981735,0.015981735,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0
552,1,0.999999623,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.015981735,0.015981735,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0
553,1,0.999999623,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.015981735,0.015981735,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0
554,1,0.999999623,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.015981735,0.015981735,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0
555,1,0.999999623,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.015981735,0.015981735,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0
556,1,0.999999623,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.015981735,0.015981735,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0
557,1,0.999999623,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.015981735,0.015981735,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0
558,1,0.999999623,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.015981735,0.015981735,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0
559,1,0.999999623,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.015981735,0.015981735,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0
560,1,0.999999623,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.015981735,0.015981735,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0
561,1,0.999999623,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.015981735,0.015981735,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0
562,1,0.999999623,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.015981735,0.015981735,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0
563,1,0.999999623,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.015981735,0.015981735,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0
564,1,0.999999623,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.015981735,0.015981735,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0
565,1,0.999999623,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.015981735,0.015981735,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0
566,1,0.999999623,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.015981735,0.015981735,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0
567,1,0.999999623,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.015981735,0.015981735,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0
568,1,0.999999623,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.015981735,0.015981735,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0
569,1,0.999999623,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.015981735,0.015981735,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0
570,1,0.999999623,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.015981735,0.015981735,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0
571,1,0.999999623,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.015981735,0.015981735,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0
572,1,0.999999623,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.015981735,0.015981735,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0
573,1,0.999999623,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.015981735,0.015981735,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0
574,1,0.999999623,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.015981735,0.015981735,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0
575,1,0.999999623,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.015981735,0.015981735,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0
576,1,0.999999623,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.015981735,0.015981735,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0
577,1,0.999999623,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.015981735,0.015981735,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0
578,1,0.999999623,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.015981735,0.015981735,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0
579,1,0.999999623,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.015981735,0.015981735,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0
580,1,0.999999623,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.015981735,0.015981735,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0
581,1,0.999999623,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.015981735,0.015981735,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0
582,1,0.999999623,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.015981735,0.015981735,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0
583,1,0.999999623,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.015981735,0.015981735,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0
584,1,0.999999623,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.015981735,0.015981735,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0
585,1,0.999999623,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.015981735,0.015981735,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0
586,1,0.999999623,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.015981735,0.015981735,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0
587,1,0.999999623,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.015981735,0.015981735,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0
588,1,0.999999623,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.015981735,0.015981735,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0
589,1,0.999999623,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.015981735,0.015981735,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0
590,1,0.999999623,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.015981735,0.015981735,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0
591,1,0.999999623,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.015981735,0.015981735,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0
592,1,0.999999623,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.015981735,0.015981735,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0
593,1,0.999999623,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.015981735,0.015981735,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0
594,1,0.999999623,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.015981735,0.015981735,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0
595,1,0.999999623,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.015981735,0.015981735,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0
596,1,0.999999623,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.015981735,0.015981735,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0
597,1,0.999999623,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.015981735,0.015981735,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0
598,1,0.999999623,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.015981735,0.015981735,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0
599,1,0.999999623,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.015981735,0.015981735,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0
600,1,0.999999623,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.015981735,0.015981735,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0
601,1,0.999999623,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.015981735,0.015981735,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0
602,1,0.999999623,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.015981735,0.015981735,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0
603,1,0.999999623,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.015981735,0.015981735,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0
604,1,0.999999623,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.015981735,0.015981735,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0
605,1,0.999999623,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.015981735,0.015981735,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0
606,1,0.999999623,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.015981735,0.015981735,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0
607,1,0.999999623,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.015981735,0.015981735,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0
608,1,0.999999623,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.015981735,0.015981735,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0
609,1,0.999999623,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.015981735,0.015981735,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0
610,1,0.999999623,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.015981735,0.015981735,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0
611,1,0.999999623,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.015981735,0.015981735,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0
612,1,0.999999623,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.015981735,0.015981735,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0
613,1,0.999999623,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.015981735,0.015981735,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0
614,1,0.999999623,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.015981735,0.015981735,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0
615,1,0.999999623,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.015981735,0.015981735,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0
616,1,0.999999623,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.015981735,0.015981735,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0
617,1,0.999999623,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.015981735,0.015981735,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0
618,1,0.999999623,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.015981735,0.015981735,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0
619,1,0.999999623,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.015981735,0.015981735,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0
620,1,0.999999623,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.015981735,0.015981735,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0
621,1,0.999999623,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.015981735,0.015981735,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0
622,1,0.999999623,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.015981735,0.015981735,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0
623,1,0.999999623,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.015981735,0.015981735,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0
624,1,0.999999623,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.015981735,0.015981735,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0
625,1,0.999999623,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.015981735,0.015981735,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0
626,1,0.999999623,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.015981735,0.015981735,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0
627,1,0.999999623,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.015981735,0.015981735,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0
628,1,0.999999623,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.015981735,0.015981735,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0
629,1,0.999999623,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.015981735,0.015981735,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0
630,1,0.999999623,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.015981735,0.015981735,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0
631,1,0.999999623,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.015981735,0.015981735,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0
632,1,0.999999623,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.015981735,0.015981735,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0
633,1,0.999999623,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.015981735,0.015981735,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0
634,1,0.999999623,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.015981735,0.015981735,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0
635,1,0.999999623,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.015981735,0.015981735,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0
636,1,0.999999623,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.015981735,0.015981735,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0
637,1,0.999999623,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.015981735,0.015981735,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0
638,1,0.999999623,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.015981735,0.015981735,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0
639,1,0.999999623,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.015981735,0.015981735,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0
640,1,0.999999623,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.015981735,0.015981735,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0
641,1,0.999999623,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.015981735,0.015981735,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0
642,1,0.999999623,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.015981735,0.015981735,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0
643,1,0.999999623,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.015981735,0.015981735,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0
644,1,0.999999623,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.015981735,0.015981735,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0
645,1,0.999999623,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.015981735,0.015981735,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0
646,1,0.999999623,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.015981735,0.015981735,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0
647,1,0.999999623,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.015981735,0.015981735,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0
648,1,0.999999623,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.015981735,0.015981735,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0
649,1,0.999999623,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.015981735,0.015981735,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0
650,1,0.999999623,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.015981735,0.015981735,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0
651,1,0.999999623,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.015981735,0.015981735,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0
652,1,0.999999623,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.015981735,0.015981735,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0
653,1,0.999999623,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.015981735,0.015981735,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0
654,1,0.999999623,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.015981735,0.015981735,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0
655,1,0.999999623,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.015981735,0.015981735,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0
656,1,0.999999623,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.015981735,0.015981735,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0
657,1,0.999999623,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.015981735,0.015981735,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0
658,1,0.999999623,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.015981735,0.015981735,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0
659,1,0.999999623,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.015981735,0.015981735,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0
660,1,0.999999623,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.015981735,0.015981735,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0
661,1,0.999999623,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.015981735,0.015981735,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0
662,1,0.999999623,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.015981735,0.015981735,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0
663,1,0.999999623,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.015981735,0.015981735,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0
664,1,0.999999623,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.015981735,0.015981735,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0
665,1,0.999999623,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.015981735,0.015981735,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0
666,1,0.999999623,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.015981735,0.015981735,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0
667,1,0.999999623,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.015981735,0.015981735,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0
668,1,0.999999623,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.015981735,0.015981735,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0
669,1,0.999999623,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.015981735,0.015981735,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0
670,1,0.999999623,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.015981735,0.015981735,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0
671,1,0.999999623,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.015981735,0.015981735,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0
672,1,0.999999623,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.015981735,0.015981735,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0
673,1,0.999999623,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.015981735,0.015981735,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0
674,1,0.999999623,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.015981735,0.015981735,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0
675,1,0.999999623,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.015981735,0.015981735,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0
676,1,0.999999623,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.015981735,0.015981735,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0
677,1,0.999999623,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.015981735,0.015981735,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0
678,1,0.999999623,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.015981735,0.015981735,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0
679,1,0.999999623,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.015981735,0.015981735,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0
680,1,0.999999623,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.015981735,0.015981735,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0
681,1,0.999999623,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.015981735,0.015981735,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0
682,1,0.999999623,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.015981735,0.015981735,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0
683,1,0.999999623,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.015981735,0.015981735,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0
684,1,0.999999623,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.015981735,0.015981735,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0
685,1,0.999999623,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.015981735,0.015981735,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0
686,1,0.999999623,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.015981735,0.015981735,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0
687,1,0.999999623,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.015981735,0.015981735,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0
688,1,0.999999623,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.015981735,0.015981735,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0
689,1,0.999999623,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.015981735,0.015981735,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0
